"CSM2","Chromosome Segregation in Meiosis","642","","chrIX","Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Shu1, Shu2, and promotes error-free DNA repair,; Shu complex mediates inhibition of Srs2p function; promotes formation of Rad51p filaments; Psy3p and Csm2p contain similar DNA-binding regions which work together to form a single DNA binding site; required for accurate chromosome segregation during meiosis"
"RPL16A","Ribosomal Protein of the Large subunit","890","L13|L16A|L21A|ribosomal 60S subunit protein L16A|rp22|RPL13|uL13|YL15","chrIX","Ribosomal 60S subunit protein L16A; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16A has a paralog, RPL16B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
"FLX1","FLavin eXchange","936","flavin adenine dinucleotide transporter FLX1","chrIX","Mitochondrial flavin adenine dinucleotide transporter; FAD is a synthesis product of riboflavin; human homolog SLC25A32 is implicated in multiple acyl-CoA dehydrogenase deficiency (MADD) or glutaric aciduria type II (GAII), and can complement yeast null mutant"
"VHS2","Viable in a Hal3 Sit4 background","1311","","chrIX","Regulator of septin dynamics; involved in the regulation of septin dynamics at bud neck after mitotic entry, likely by stabilizing septin structure; regulated at post-translational level by cell cycle dependent phosphorylation; likely phosphorylated by Cdc28p and dephosphorylated by Cdc14p before cytokinesis; high-copy suppressor of synthetic lethality of sis2 sit4 double mutant; VHS2 has a paralog, MLF3, that arose from the whole genome duplication"
"OM45","Outer Membrane","1182","","chrIX","Mitochondrial outer membrane protein of unknown function; major constituent of the outer membrane, extending into the intermembrane space; interacts with porin (Por1p) and with Om14p; imported via the presequence pathway involving the TOM and TIM23 complexes, then assembled in the outer membrane by Mim1p; protein abundance increases in response to DNA replication stress"
"TMA108","Translation Machinery Associated","2841","RBF108|TAE3","chrIX","Ribosome-associated, nascent chain binding factor; binds N-terminal region of nascent peptides during translation; recognizes target proteins via its putative metallopeptidase peptide-binding pocket"
"TPM2","TroPoMyosin","486","tropomyosin TPM2","chrIX","Minor isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; appears to have distinct and also overlapping functions with Tpm1p; TPM2 has a paralog, TPM1, that arose from the whole genome duplication"
"REV7","REVersionless","738","","chrIX","Accessory subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; forms a complex with Rev3p, Pol31p and Pol32p"
"AXL2","AXiaL 2 bud site selection","2472","BUD10|SRO4","chrIX","Integral plasma membrane protein; required for axial budding in haploid cells; localizes to the incipient bud site and bud neck; glycosylated by Pmt4p; potential Cdc28p substrate"
"","","390","","chrIX","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"CCT2","Chaperonin Containing TCP-1","1584","BIN3|chaperonin-containing T-complex subunit CCT2|TCP2","chrIX","Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"
"SSL2","Suppressor of Stem-Loop mutation","2532","LOM3|RAD25|TFIIH/NER complex ATPase/helicase subunit SSL2","chrIX","Component of RNA polymerase transcription factor TFIIH holoenzyme; acts as dsDNA-dependent translocase in context of TFIIH, unwinds DNA strands during initiation and promotes transcription start site (TSS) scanning; has DNA-dependent ATPase/helicase activity; interacts functionally with TFIIB, has roles in TSS selection and gene looping to juxtapose initiation and termination regions; involved in DNA repair; relocalizes to cytosol under hypoxia; homolog of human ERCC3"
"NDC80","Nuclear Division Cycle","2076","HEC1|kinetochore-associated Ndc80 complex subunit NDC80|TID3","chrIX","Component of the kinetochore-associated Ndc80 complex; conserved coiled-coil protein involved in chromosome segregation, spindle checkpoint activity, and kinetochore assembly and clustering; evolutionarily conserved; complex members include Ndc80p, Nuf2p, Scp24p, and Spc25p; modified by sumoylation"
"PAN6","PANtothenate biosynthesis","930","pantoate--beta-alanine ligase PAN6","chrIX","Pantothenate synthase; also known as pantoate-beta-alanine ligase, required for pantothenic acid biosynthesis, deletion causes pantothenic acid auxotrophy, homologous to E. coli panC"
"ATG32","AuTophaGy related","1590","ECM37|mitophagy protein ATG32","chrIX","Mitochondrial outer membrane protein required to initiate mitophagy; recruits the autophagy adaptor protein Atg11p and the ubiquitin-like protein Atg8p to the mitochondrial surface to initiate mitophagy, the selective vacuolar degradation of mitochondria in response to starvation; can promote pexophagy when placed ectopically in the peroxisomal membrane; regulates mitophagy and ethanol production during alcoholic fermentation"
"SLN1","Synthetic Lethal of N-end rule","3663","histidine kinase|YPD2","chrIX","Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators"
"RPL40A","Ribosomal Protein of the Large subunit","821","CEP52A|eL40|L40A|L40e|UB11|UBI1|ubiquitin-ribosomal 60S subunit protein L40A fusion protein","chrIX","Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40A has a paralog, RPL40B, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress"
"MLP2","Myosin-Like Protein","5040","","chrIX","Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog, MLP1, that arose from the whole genome duplication"
"MCM10","MiniChromosome Maintenance","1716","DNA43","chrIX","Essential chromatin-associated protein; involved in initiation of DNA replication; required for association of MCM2-7 complex with replication origins; required to stabilize catalytic subunit of DNA polymerase-alpha; self-associates through its N-terminal domain"
"ESL1","EST/SMG-like","3357","","chrIX","hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog, ESL2, that arose from the whole genome duplication"
"","","708","","chrIX","Putative protein of unknown function"
"RRD1","Resistant to Rapamycin Deletion","1182","peptidylprolyl isomerase RRD1|YPA1","chrIX","Peptidyl-prolyl cis/trans-isomerase; activator of the phosphotyrosyl phosphatase activity of PP2A; involved in G1 phase progression, microtubule dynamics, bud morphogenesis and DNA repair; required for rapid reduction of Sgs1p levels in response to rapamycin; subunit of the Tap42p-Sit4p-Rrd1p complex; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress"
"IMP2'","Independent of Mitochondrial Particle","1041","IMP2","chrIX","Transcriptional activator involved in maintenance of ion homeostasis; also involved in protection against DNA damage caused by bleomycin and other oxidants; contains a C-terminal leucine-rich repeat"
"GUT2","Glycerol UTilization","1950","glycerol-3-phosphate dehydrogenase","chrIX","Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner"
"UBP7","UBiquitin-specific Protease","3216","ubiquitin-specific protease UBP7","chrIX","Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; involved in cell cycle progression through S phase; UBP7 has a paralog, UBP11, that arose from the whole genome duplication"
"COA1","Cytochrome Oxidase Assembly","594","FMP35","chrIX","Mitochondrial inner membrane protein; required for assembly of the cytochrome c oxidase complex (complex IV); interacts with complex IV assembly factor Shy1p during the early stages of assembly"
"AIM20","Altered Inheritance rate of Mitochondria","615","","chrIX","Protein of unknown function; overexpression causes cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to vacuole; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from nucleus to cytoplasm upon DNA replication stress; AIM20 has a paralog, SKG1, that arose from the whole genome duplication"
"BNR1","BNi1 Related","4128","formin BNR1","chrIX","Formin; nucleates the formation of linear actin filaments; involved in processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by the Bud14p-Kel1p-Kel2p complex; dephosphorylated and delocalized from the division site in a Glc7p/Ref2p-dependent manner; functionally redundant with BNI1"
"POT1","Peroxisomal Oxoacyl Thiolase","1254","acetyl-CoA C-acyltransferase|FOX3|POX3","chrIX","3-ketoacyl-CoA thiolase with broad chain length specificity; cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids"
"","","708","","chrIX","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene"
"SUC2","SUCrose","1599","beta-fructofuranosidase SUC2","chrIX","Invertase; sucrose hydrolyzing enzyme; a secreted, glycosylated form is regulated by glucose repression, and an intracellular, nonglycosylated enzyme is produced constitutively"
"","","354","","chrIX","Protein of unknown function; mRNA identified as translated by ribosome profiling data"
"NIT1","NITrilase superfamily","600","","chrIX","Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF, YIL165C, likely constitute a single ORF encoding a nitrilase gene"
"","","360","","chrIX","Putative protein of unknown function; mutant exhibits mitophagy defects; in closely related species and other S. cerevisiae strain backgrounds YIL165C and adjacent ORF, YIL164C, likely constitute a single ORF encoding a nitrilase gene"
"SOA1","SulfOnAte transport","1629","","chrIX","Sulfonate and inorganic sulfur transporter; low affinity sulfate, high affinity sulfite, thiosulfite and major sulfonate transporter; functions as a an H+ symporter; similar to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; non-essential gene"
"SDL1","","1017","L-serine ammonia-lyase|YIL168W","chrIX","Blocked reading frame otherwise encoding L-serine dehydratase"
"CSS1","Condition Specific Secretion","2988","HPF1'","chrIX","Protein of unknown function, secreted when constitutively expressed; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the cell periphery, SWAT-GFP fusion also localizes to the extracellular region, and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C, a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene"
"HXT12","HeXose Transporter","1374","","chrIX","Possible pseudogene in strain S288C; YIL170W/HXT12 and the adjacent ORF, YIL171W, together encode a non-functional member of the hexose transporter family"
"","","330","HXT12","chrIX","Possible pseudogene in strain S288C; YIL171W and the adjacent ORF, YIL170W/HXT12, together encode a non-functional member of the hexose transporter family"
"IMA3","IsoMAltase","1770","oligo-1,6-glucosidase IMA3","chrIX","Alpha-glucosidase; weak, but broad substrate specificity for alpha-1,4- and alpha-1,6-glucosides; member of IMA isomaltase family; not required for isomaltose utilization, but Ima3p overexpression allows the ima1 null mutant to grow on isomaltose; lower activitiy and thermostability in vitro than Ima2p despite sequence difference of only 3 amino acids; cleaves alpha-1,3 linkage of nigerose and turanose, but not alpha-1,5 of leucrose; identical to IMA4"
"VTH1","Vps Ten Homolog","4650","signal sequence-binding protein","chrIX","Putative membrane glycoprotein; has strong similarity to Vth2p and Pep1p/Vps10p; may be involved in vacuolar protein sorting"
"","","228","","chrIX","Hypothetical protein"
"","","318","","chrIX","Hypothetical protein; classified as pseudogene because there is no ATG at the beginning of this ORF"
"PAU14","seriPAUperin","363","seripauperin PAU14","chrIX","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau1p"
"","","5665","Y' element ATP-dependent helicase","chrIX","Putative Y' element ATP-dependent helicase"
"SGN1","Slower Growth on Non-fermentable carbon sources","753","RBP1|RBP29","chrIX","Cytoplasmic RNA-binding protein; contains an RNA recognition motif (RRM); may have a role in mRNA translation, as suggested by genetic interactions with genes encoding proteins involved in translational initiation"
"MPH1","Mutator PHenotype","2982","3'-5' DNA helicase","chrIX","3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA, stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; homolog of human FANCM Fanconi anemia protein that is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases; nonsense or missense mutations in FANCM can make people more likely to get cancer"
"AIM21","Altered Inheritance rate of Mitochondria","2040","","chrIX","Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p"
"DJP1","DnaJ Protein","1299","ICS1|PAS22","chrIX","ER-associated chaperone involved in protein targeting; redirects mitochondrial membrane protein precursors to mitochondrial translocation system; required for peroxisomal protein import and involved in peroxisome assembly; facilitates import of Mim1p and Mim2p into the mitochondrial outer membrane; homologous to E. coli DnaJ"
"IST3","Increased Sodium Tolerance","447","SNU17|U2 snRNP complex subunit IST3","chrIX","Component of the U2 snRNP; required for the first catalytic step of splicing and for spliceosomal assembly; interacts with Rds3p and is required for Mer1p-activated splicing; diploid mutants have a specific defect in MATa1 pre-mRNA splicing which leads to haploid gene expression in diploids"
"PAN1","Poly(A)-binding protein-dependent poly(A) riboNuclease","4443","DIM2|MDP3|MIP3","chrIX","Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease"
"EGH1","Cryptococcus neoformans EGCrP2 Homolog","2295","hydrolase","chrIX","Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol"
"PRI1","DNA PRImase","1230","DNA primase subunit PRI1","chrIX","Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair"
"MSL1","MUD Synthetic Lethal","336","U2 snRNP complex subunit MSL1|YIB9|YIB9w","chrIX","U2B component of U2 snRNP; involved in splicing, binds the U2 snRNA stem-loop IV in vitro but requires association of Lea1p for in vivo binding; does not contain the conserved C-terminal RNA binding domain found in other family members"
"DSN1","Dosage Suppressor of NNF1","1731","MIND complex subunit DSN1","chrIX","Essential component of the outer kinetochore MIND complex; joins kinetochore subunits contacting DNA to those contacting microtubules; phosphorylation promotes interaction between outer and inner kinetochore proteins; kinetochore receptor for monopolin, via interaction with Csm1p; essential for both meiotic and mitotic chromosome segregation; MIND complex consists of Mtw1p, Nnf1p, Nsl1p and Dsn1p; phosphorylated by monopolin subunit, Hrr25p and Aurora kinase, Ipl1p; modified by sumoylation"
"STS1","Sec Twenty-three Suppressor 1","960","DBF8|SSM5","chrIX","Protein required for localizing proteasomes to the nucleus; involved in cotranslational protein degradation; mediates interaction between nuclear import factor Srp1p and the proteasome; Sts1p and Srp1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation; involved in ubiquitin-mediated protein degradation"
"SQT1","Suppressor of QSR1 Truncations","1296","","chrIX","Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p, preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress"
"GAT4","","366","","chrIX","Protein containing GATA family zinc finger motifs; involved in spore wall assembly; sequence similarity to GAT3, and the double mutant gat3 gat4 exhibits reduced dityrosine fluorescence relative to the single mutants"
"VLD1","Vacuole Localized Dsc protein","729","","chrIX","Component of Dsc E3 ligase complex in vacuolar membranes; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; YIR014W is a non-essential gene"
"RPR2","RNase P Ribonucleoprotein","435","ribonuclease P protein subunit RPR2","chrIX","Subunit of nuclear RNase P; nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; not shared between RNase MRP and RNase P, in contrast to all other RNase P protein subunits; protein abundance increases in response to DNA replication stress"
"","","798","","chrIX","Putative protein of unknown function; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; overexpression causes a cell cycle delay or arrest; non-essential gene; YIR016W has a paralog, YOL036W, that arose from the whole genome duplication"
"MET28","METhionine","564","","chrIX","bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism"
"YAP5","Yeast AP-1","738","","chrIX","Basic leucine zipper (bZIP) iron-sensing transcription factor; involved in diauxic shift; YAP5 has a paralog, YAP7, that arose from the whole genome duplication"
"FLO11","FLOcculation","4104","MUC1|STA4","chrIX","GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth, flocculation, and biofilm formation; major determinant of colony morphology; transcription regulated by the MAPK pathway (Ste12p and Tec1p) and the cAMP pathway (Flo8p); required for formation of fibrous interconnections between cells of a wild strain; role in co-flocculation with other yeast species; cleaved and shed from cells, contributing to their surface properties"
"","","303","","chrIX","Protein of unknown function; mRNA identified as translated by ribosome profiling data; SWAT-GFP fusion protein localizes to the endoplasmic reticulum"
"MRS1","Mitochondrial RNA Splicing","1092","PET157","chrIX","Splicing protein; required for splicing of two mitochondrial group I introns (BI3 in COB and AI5beta in COX1); forms a splicing complex, containing four subunits of Mrs1p and two subunits of the BI3-encoded maturase, that binds to the BI3 RNA; MRS1 has a paralog, CCE1, that arose from the whole genome duplication"
"SEC11","SECretory","504","signal peptidase complex catalytic subunit SEC11","chrIX","18kDa catalytic subunit of the Signal Peptidase Complex (SPC); the Signal Peptidase Complex cleaves the signal sequence of proteins targeted to the endoplasmic reticulum; other members are Spc1p, Spc2p, Spc3p, and Sec11p"
"DAL81","Degradation of Allantoin","2913","DURL|UGA35","chrIX","Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism"
"INA22","INner membrane Assembly 22 kDa","651","GIF1","chrIX","F1F0 ATP synthase peripheral stalk assembly factor; subunit of the matrix-exposed inner mitochondrial membrane localized INA complex (Ina22p-Ina17p) involved in assembly of the F1F0 peripheral stalk; co-purifies with Aim43p, ATP synthase subunits, and cytochrome bc1 complex assembly factors; interacts with Arh1p, a mitochondrial oxidoreductase; deletion mutant has a respiratory growth defect"
"MND2","Meiotic Nuclear Divisions","1107","","chrIX","Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase"
"YVH1","Yeast vaccinia virus VH1 Homolog","1095","tyrosine protein phosphatase YVH1","chrIX","Dual specificity protein phosphatase; regulates growth, sporulation, and glycogen accumulation in a cAMP-dependent protein kinase cascade dependent manner; mutants are defective in 60S ribosome assembly; positively regulates pre-autophagosomal structure (PAS) formation upon nitrogen starvation or rapamycin treatment"
"DAL1","Degradation of Allantoin","1383","allantoinase","chrIX","Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression"
"DAL4","Degradation of Allantoin","1908","allantoin permease","chrIX","Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation"
"DAL2","Degradation of Allantoin","1032","ALC1|allantoicase","chrIX","Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation"
"DCG1","Dal80p-Controlled Gene","735","","chrIX","Protein of unknown function; expression is sensitive to nitrogen catabolite repression and regulated by Dal80p; contains transmembrane domain"
"DAL7","Degradation of Allantoin","1665","malate synthase DAL7|MLS2|MSL2","chrIX","Malate synthase; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA; recycles glyoxylate generated during allantoin degradation; SWAT-GFP and mCherry fusion proteins localize to the cytosol; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation"
"DAL3","Degradation of Allantoin","588","ureidoglycolate hydrolase","chrIX","Ureidoglycolate lyase; converts ureidoglycolate to glyoxylate and urea in the third step of allantoin degradation; expression is sensitive to nitrogen catabolite repression; this enzyme is sometimes referred to ""ureidoglycolate hydrolase"" but should not be confused with the Arabidopsis thaliana ureidoglycolate hydrolase enzyme which converts ureidoglycolate to glyoxylate, ammonia and carbon dioxide"
"MGA2","Multicopy suppressor of GAm1 (snf2)","3342","","chrIX","ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; MGA2 has a paralog, SPT23, that arose from the whole genome duplication"
"LYS1","LYSine requiring","1122","saccharopine dehydrogenase (NAD+, L-lysine-forming)","chrIX","Saccharopine dehydrogenase (NAD+, L-lysine-forming); catalyzes the conversion of saccharopine to L-lysine, which is the final step in the lysine biosynthesis pathway; also has mRNA binding activity"
"NRE1","Novel REductase","765","sepiapterin reductase family protein","chrIX","Putative cytoplasmic short-chain dehydrogenase/reductase"
"IRC24","Increased Recombination Centers","792","sepiapterin reductase family protein IRC24","chrIX","Putative benzil reductase;(GFP)-fusion protein localizes to the cytoplasm and is induced by the DNA-damaging agent MMS; sequence similarity with short-chain dehydrogenase/reductases; null mutant has increased spontaneous Rad52p foci"
"HYR1","HYdroperoxide Resistance","492","GPX3|ORP1|peroxiredoxin HYR1","chrIX","Thiol peroxidase; functions as a hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce a redox signal to the Yap1p transcription factor; HYR1 has a paralog, GPX1, that arose from the whole genome duplication"
"GTT1","GlutaThione Transferase","705","bifunctional glutathione transferase/peroxidase","chrIX","ER associated glutathione S-transferase; capable of homodimerization; glutathione transferase for Yvc1p vacuolar cation channel; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p, Grx1p, and Grx2p"
"YPS6","YaPSin","1614","aspartyl protease","chrIX","Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance"
"","","333","","chrIX","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"PAU15","seriPAUperin","375","seripauperin PAU15","chrIX","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole"
"","","711","","chrIX","Putative protein of unknown function; YIR042C is a non-essential gene"
"","","1137","YIR044C","chrIX","Blocked reading frame; may encode a non-functional member of the conserved, often subtelomerically-encoded Cos protein family"
"MET14","METhionine requiring","609","adenylyl-sulfate kinase","chrXI","Adenylylsulfate kinase; required for sulfate assimilation and involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant"
"DID4","Doa4-Independent Degradation","767","CHM2|ESCRT-III subunit protein DID4|GRD7|REN1|VPL2|VPS14|VPS2|VPT14","chrXI","Class E Vps protein of the ESCRT-III complex; required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies, and for delivery of newly synthesized vacuolar enzymes to the vacuole, involved in endocytosis"
"MRP17","Mitochondrial Ribosomal Protein","396","bS6m|mitochondrial 37S ribosomal protein YmS16","chrXI","Mitochondrial ribosomal protein of the small subunit; MRP17 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator"
"AUR1","AUreobasidin A Resistance","1206","inositol phosphorylceramide synthase","chrXI","Phosphatidylinositol:ceramide phosphoinositol transferase; required for sphingolipid synthesis; can mutate to confer aureobasidin A resistance; also known as IPC synthase"
"BYE1","BYpass of ESS1","1785","","chrXI","Negative regulator of transcription elongation; contains a TFIIS-like domain that associates with chromatin and a PHD domain that interacts with H3K4me3; multicopy suppressor of temperature-sensitive ess1 mutations, binds RNA polymerase II large subunit"
"RPL14A","Ribosomal Protein of the Large subunit","815","eL14|L14A|L14e|ribosomal 60S subunit protein L14A","chrXI","Ribosomal 60S subunit protein L14A; N-terminally acetylated; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14A has a paralog, RPL14B, that arose from the whole genome duplication"
"CAP1","CAPping","807","","chrXI","Alpha subunit of the capping protein heterodimer (Cap1p and Cap2p); capping protein (CP) binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches; protein increases in abundance and relocalizes from bud neck to plasma membrane upon DNA replication stress"
"LAC1","Longevity-Assurance gene Cognate (LAG1 Cognate)","1257","DGT1|sphingosine N-acyltransferase LAC1","chrXI","Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lag1p; LAC1 has a paralog, LAG1, that arose from the whole genome duplication"
"MRT4","mRNA Turnover 4","711","","chrXI","Protein involved in mRNA turnover and ribosome assembly; required at post-transcriptional step for efficient retrotransposition; localizes to the nucleolus"
"UFD4","Ubiquitin Fusion Degradation protein","4452","putative ubiquitin-protein ligase UFD4","chrXI","Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; involved in K29-linked ubiquitin-dependent protein catabolism, including ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress"
"CCE1","Cruciform Cutting Endonuclease","1062","cruciform cutting endonuclease|MGT1","chrXI","Mitochondrial cruciform cutting endonuclease; cleaves Holliday junctions formed during recombination of mitochondrial DNA; CCE1 has a paralog, MRS1, that arose from the whole genome duplication"
"PRP40","Pre-mRNA Processing","1752","","chrXI","U1 snRNP protein involved in splicing; interacts with the branchpoint-binding protein during the formation of the second commitment complex"
"ARC19","ARp2/3 Complex subunit","516","","chrXI","Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; mutation is functionally complemented by human ARPC4"
"URB1","Unhealthy Ribosome Biogenesis","5295","NPA1","chrXI","Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit"
"PUT3","Proline UTilization","2940","","chrXI","Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes, constitutively binds PUT1 and PUT2 promoters as a dimer, undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain"
"ATP7","ATP synthase","525","F1F0 ATP synthase subunit d","chrXI","Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
"HCS1","dna HeliCaSe","2052","ATP-dependent 5'-3' DNA helicase HCS1|DIP1","chrXI","Hexameric DNA polymerase alpha-associated DNA helicase A; involved in lagging strand DNA synthesis; contains single-stranded DNA stimulated ATPase and dATPase activities; replication protein A stimulates helicase and ATPase activities"
"SWD2","Set1c, WD40 repeat protein","990","CPS35|SAF37|WD-repeat containing protein SWD2","chrXI","Subunit of the COMPASS (Set1C) histone H3K4 methyltransferase complex; required for Set1C stability and optimal activity; COMPASS methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF (cleavage and polyadenylation factor), a complex involved in RNAP II transcription termination"
"RAM2","RAS protein and A-factor Maturation","951","bifunctional protein farnesyltransferase/protein geranylgeranyltransferase","chrXI","Alpha subunit of farnesyltransferase and geranylgeranyltransferase-I; farnesyltransferase (Ram2p-Ram1p heterodimer) catalyzes the addition of 15-carbon isoprenoid farnesyl to substrate proteins containing a CAAX consensus motif; type I geranylgeranyltransferase (Ram2p-Cdc43p heterodimer) catalyzes the addition of the 20-carbon isoprenoid geranylgeranyl to substrate proteins containing a CaaL consensus motif; required for membrane localization of Ras proteins and a-factor"
